Unnamed: 0,GeneNames,value1,value2,log2FC,p-value
12397,LOC_Os06g08750.1,3,5,-0.7369655940000001,0.73876108
12398,LOC_Os01g60260.2,3,2,0.584962501,0.6620119179999999
12399,LOC_Os01g64760.1,4,5,-0.321928095,1.0
12400,LOC_Os05g48160.3,3,3,0.0,1.0
12401,LOC_Os02g02960.2,3,2,0.584962501,0.6620119179999999
12402,LOC_Os06g43140.1,1,4,-2.0,0.38910012
12403,LOC_Os12g03190.1,1,3,-1.584962501,0.633460072
12404,LOC_Os07g38410.1,6,7,-0.222392421,1.0
12405,LOC_Os06g43790.1,3,3,0.0,1.0
12406,LOC_Os03g63920.1,4,3,0.415037499,0.70761532
12407,LOC_Os05g41220.2,1,2,-1.0,1.0
12408,LOC_Os02g57590.1,2,4,-1.0,0.6980152829999999
12409,LOC_Os05g31690.1,3,3,0.0,1.0
12410,LOC_Os01g03940.1,2,4,-1.0,0.6980152829999999
12411,LOC_Os03g23980.1,7,12,-0.7776075790000001,0.645784007
12412,LOC_Os03g37320.1,1,3,-1.584962501,0.633460072
12414,LOC_Os01g56130.1,1,3,-1.584962501,0.633460072
12415,LOC_Os08g39130.1,1,2,-1.0,1.0
12416,LOC_Os02g26440.1,1,2,-1.0,1.0
12417,LOC_Os01g62210.2,3,6,-1.0,0.7398389740000001
12418,LOC_Os05g38580.2,1,2,-1.0,1.0
12419,LOC_Os04g33470.2,6,4,0.584962501,0.357888847
12420,LOC_Os01g54370.1,2,2,0.0,1.0
12421,LOC_Os01g53910.1,4,3,0.415037499,0.70761532
12422,LOC_Os09g20390.1,1,3,-1.584962501,0.633460072
12423,LOC_Os05g25770.1,4,6,-0.584962501,1.0
12425,LOC_Os09g28100.1,3,3,0.0,1.0
12426,LOC_Os06g02250.1,3,4,-0.415037499,1.0
12428,LOC_Os09g07460.1,4,2,1.0,0.417521697
12429,LOC_Os08g27030.1,4,6,-0.584962501,1.0
12430,LOC_Os05g04190.2,5,5,0.0,0.7601046779999999
12431,LOC_Os07g01930.1,6,6,0.0,0.776378797
12432,LOC_Os01g40840.2,11,9,0.289506617,0.37614811
12433,LOC_Os11g14170.1,6,8,-0.415037499,1.0
12434,LOC_Os07g46430.2,4,3,0.415037499,0.70761532
12436,LOC_Os02g08260.1,5,7,-0.485426827,1.0
12437,LOC_Os04g32970.1,1,2,-1.0,1.0
12439,LOC_Os06g50360.2,1,1,0.0,1.0
12441,LOC_Os03g48180.2,8,11,-0.459431619,1.0
12444,LOC_Os01g52720.1,2,2,0.0,1.0
12445,LOC_Os01g01295.1,2,2,0.0,1.0
12446,LOC_Os05g08430.1,1,1,0.0,1.0
12447,LOC_Os04g52760.1,3,5,-0.7369655940000001,0.73876108
12448,LOC_Os02g06810.1,3,2,0.584962501,0.6620119179999999
12449,LOC_Os03g60800.1,6,4,0.584962501,0.357888847
12450,LOC_Os01g15470.3,1,3,-1.584962501,0.633460072
12453,LOC_Os09g24910.1,1,4,-2.0,0.38910012
12455,LOC_Os03g16060.1,1,3,-1.584962501,0.633460072
12456,LOC_Os02g10770.2,4,4,0.0,1.0
12457,LOC_Os10g36810.1,2,2,0.0,1.0
12458,LOC_Os09g31360.1,1,2,-1.0,1.0
12460,LOC_Os08g01290.1,1,1,0.0,1.0
12461,LOC_Os08g08050.1,3,4,-0.415037499,1.0
12462,LOC_Os01g61250.1,1,2,-1.0,1.0
12466,LOC_Os06g45300.1,2,3,-0.584962501,1.0
12467,LOC_Os01g24030.2,4,3,0.415037499,0.70761532
12470,LOC_Os10g30540.1,1,1,0.0,1.0
12471,LOC_Os04g31620.1,4,5,-0.321928095,1.0
12473,LOC_Os05g26926.1,11,14,-0.347923303,1.0
12474,LOC_Os01g42870.1,3,4,-0.415037499,1.0
12475,LOC_Os03g13950.1,3,8,-1.415037499,0.365278676
12476,LOC_Os02g35840.1,1,3,-1.584962501,0.633460072
12477,LOC_Os03g29260.2,1,2,-1.0,1.0
12479,LOC_Os06g39230.1,3,2,0.584962501,0.6620119179999999
12480,LOC_Os12g02390.1,14,19,-0.440572591,0.862147325
12481,LOC_Os11g02464.1,9,8,0.16992500100000002,0.627080764
12482,LOC_Os08g34984.1,1,3,-1.584962501,0.633460072
12483,LOC_Os12g41962.4,3,4,-0.415037499,1.0
12484,LOC_Os02g34430.1,7,5,0.485426827,0.392631489
12485,LOC_Os05g01780.1,4,3,0.415037499,0.70761532
12486,LOC_Os03g05200.2,3,2,0.584962501,0.6620119179999999
12487,LOC_Os10g38350.1,1,2,-1.0,1.0
12488,LOC_Os07g43510.1,1,3,-1.584962501,0.633460072
12489,LOC_Os09g23370.1,1,2,-1.0,1.0
12492,LOC_Os08g33740.1,2,4,-1.0,0.6980152829999999
12493,LOC_Os10g38540.1,1,3,-1.584962501,0.633460072
12494,LOC_Os03g12120.1,3,3,0.0,1.0
12495,LOC_Os03g18420.1,4,2,1.0,0.417521697
12496,LOC_Os02g08200.1,1,1,0.0,1.0
12497,LOC_Os03g46460.1,1,3,-1.584962501,0.633460072
12498,LOC_Os01g01780.1,1,1,0.0,1.0
12499,LOC_Os01g58020.1,1,3,-1.584962501,0.633460072
12500,LOC_Os12g41860.1,6,6,0.0,0.776378797
12501,LOC_Os01g18280.1,1,1,0.0,1.0
12502,LOC_Os04g32350.1,1,1,0.0,1.0
12503,LOC_Os05g45890.2,1,3,-1.584962501,0.633460072
12504,LOC_Os03g21510.3,1,1,0.0,1.0
12505,LOC_Os10g36490.1,4,6,-0.584962501,1.0
12506,LOC_Os12g31800.1,1,2,-1.0,1.0
12508,LOC_Os12g42600.1,2,3,-0.584962501,1.0
12509,LOC_Os09g35000.1,1,1,0.0,1.0
12510,LOC_Os12g09280.2,2,3,-0.584962501,1.0
12511,LOC_Os03g14915.1,2,2,0.0,1.0
12512,LOC_Os07g31270.1,7,11,-0.652076697,0.8134475990000001
12513,LOC_Os05g06420.1,2,2,0.0,1.0
12514,LOC_Os08g37810.1,1,3,-1.584962501,0.633460072
12515,LOC_Os02g48370.1,3,6,-1.0,0.7398389740000001
12516,LOC_Os07g41250.1,3,3,0.0,1.0
12517,LOC_Os01g70800.1,9,9,0.0,0.645422974
12518,LOC_Os11g31950.1,1,3,-1.584962501,0.633460072
12519,LOC_Os08g07960.2,3,2,0.584962501,0.6620119179999999
12520,LOC_Os01g36600.1,2,2,0.0,1.0
12521,LOC_Os04g41875.1,1,2,-1.0,1.0
12522,LOC_Os08g38200.1,3,2,0.584962501,0.6620119179999999
12523,LOC_Os05g08920.1,3,2,0.584962501,0.6620119179999999
12524,LOC_Os03g49640.1,6,8,-0.415037499,1.0
12525,LOC_Os04g01570.1,1,2,-1.0,1.0
12527,LOC_Os04g34000.1,5,6,-0.263034406,1.0
12529,LOC_Os01g32710.1,1,1,0.0,1.0
12530,LOC_Os01g19150.3,6,12,-1.0,0.35642423700000003
12533,LOC_Os05g43640.1,1,2,-1.0,1.0
12534,LOC_Os03g49420.1,8,6,0.415037499,0.424011311
12536,LOC_Os03g54100.1,4,2,1.0,0.417521697
12539,LOC_Os07g09510.1,4,2,1.0,0.417521697
12543,LOC_Os02g36280.1,1,1,0.0,1.0
12545,LOC_Os05g42230.1,1,1,0.0,1.0
12547,LOC_Os06g08180.1,1,1,0.0,1.0
12548,LOC_Os01g55040.1,5,5,0.0,0.7601046779999999
12549,LOC_Os04g53680.1,2,3,-0.584962501,1.0
12551,LOC_Os05g38810.1,4,2,1.0,0.417521697
12552,LOC_Os04g49580.2,3,5,-0.7369655940000001,0.73876108
12553,LOC_Os02g47800.1,4,3,0.415037499,0.70761532
12554,LOC_Os01g15310.1,5,5,0.0,0.7601046779999999
12555,LOC_Os05g38460.1,3,2,0.584962501,0.6620119179999999
12556,LOC_Os03g50730.1,1,1,0.0,1.0
12558,LOC_Os02g45780.1,1,1,0.0,1.0
12559,LOC_Os10g25550.1,1,1,0.0,1.0
12560,LOC_Os03g08170.1,3,2,0.584962501,0.6620119179999999
12561,LOC_Os05g23880.1,5,7,-0.485426827,1.0
12562,LOC_Os07g02280.1,4,2,1.0,0.417521697
12563,LOC_Os10g42230.3,1,2,-1.0,1.0
12564,LOC_Os01g54880.1,1,2,-1.0,1.0
12565,LOC_Os07g39010.2,8,6,0.415037499,0.424011311
12566,LOC_Os04g58504.1,2,3,-0.584962501,1.0
12568,LOC_Os12g03050.1,1,1,0.0,1.0
12569,LOC_Os03g02900.1,2,3,-0.584962501,1.0
12570,LOC_Os04g55360.1,3,2,0.584962501,0.6620119179999999
12571,LOC_Os08g05630.1,5,7,-0.485426827,1.0
12572,LOC_Os03g11660.1,8,6,0.415037499,0.424011311
12573,LOC_Os12g03720.1,6,10,-0.7369655940000001,0.623424804
12574,LOC_Os01g18850.1,1,1,0.0,1.0
12576,LOC_Os03g55010.1,1,1,0.0,1.0
12578,LOC_Os01g37990.1,1,1,0.0,1.0
12580,LOC_Os05g02790.1,1,1,0.0,1.0
12582,LOC_Os02g48340.2,3,4,-0.415037499,1.0
12583,LOC_Os10g35480.2,2,3,-0.584962501,1.0
12584,LOC_Os09g35670.2,1,2,-1.0,1.0
12587,LOC_Os01g67360.1,1,3,-1.584962501,0.633460072
12589,LOC_Os01g07100.1,2,4,-1.0,0.6980152829999999
12590,LOC_Os07g37290.1,1,1,0.0,1.0
12591,LOC_Os12g03060.1,3,5,-0.7369655940000001,0.73876108
12593,LOC_Os03g11560.1,3,4,-0.415037499,1.0
12595,LOC_Os06g47210.1,1,4,-2.0,0.38910012
12597,LOC_Os05g05200.1,2,2,0.0,1.0
12601,LOC_Os08g42530.1,2,2,0.0,1.0
12603,LOC_Os02g51850.1,3,5,-0.7369655940000001,0.73876108
12604,LOC_Os07g40620.1,3,4,-0.415037499,1.0
12605,LOC_Os01g73150.1,2,2,0.0,1.0
12606,LOC_Os01g16090.1,10,7,0.5145731729999999,0.329559097
12608,LOC_Os09g26200.1,1,1,0.0,1.0
12609,LOC_Os06g06820.1,5,5,0.0,0.7601046779999999
12611,LOC_Os04g30890.1,2,2,0.0,1.0
12612,LOC_Os08g32080.1,1,2,-1.0,1.0
12613,LOC_Os03g21990.1,9,9,0.0,0.645422974
12614,LOC_Os01g62410.1,2,3,-0.584962501,1.0
12615,LOC_Os04g55690.1,1,2,-1.0,1.0
12616,LOC_Os07g44640.1,2,2,0.0,1.0
12617,LOC_Os02g51430.2,22,27,-0.295455884,1.0
12618,LOC_Os03g12236.1,3,3,0.0,1.0
12619,LOC_Os08g17820.1,2,3,-0.584962501,1.0
12620,LOC_Os12g32230.1,6,4,0.584962501,0.357888847
12621,LOC_Os01g07370.2,1,2,-1.0,1.0
12622,LOC_Os01g22550.1,1,1,0.0,1.0
12623,LOC_Os07g04530.1,4,6,-0.584962501,1.0
12625,LOC_Os04g52280.1,1,2,-1.0,1.0
12626,LOC_Os02g55530.1,2,3,-0.584962501,1.0
12628,LOC_Os03g07890.1,3,5,-0.7369655940000001,0.73876108
12631,LOC_Os05g38140.1,3,2,0.584962501,0.6620119179999999
12634,LOC_Os03g42110.1,5,8,-0.678071905,0.783549278
12635,LOC_Os01g64010.1,5,5,0.0,0.7601046779999999
12637,LOC_Os10g04620.2,12,10,0.263034406,0.395063924
12639,LOC_Os03g60870.1,4,3,0.415037499,0.70761532
12640,LOC_Os03g59120.1,2,4,-1.0,0.6980152829999999
12641,LOC_Os08g34340.1,6,4,0.584962501,0.357888847
12642,LOC_Os07g49390.1,1,2,-1.0,1.0
12644,LOC_Os11g12800.2,1,2,-1.0,1.0
12646,LOC_Os07g29600.1,2,3,-0.584962501,1.0
12647,LOC_Os08g14610.1,1,1,0.0,1.0
12648,LOC_Os03g45180.2,1,1,0.0,1.0
12649,LOC_Os02g05470.1,13,17,-0.387023123,1.0
12652,LOC_Os09g32200.1,1,4,-2.0,0.38910012
12654,LOC_Os04g45140.1,2,4,-1.0,0.6980152829999999
12655,LOC_Os06g24594.2,1,1,0.0,1.0
12656,LOC_Os01g27730.1,13,11,0.2410081,0.413318993
12659,LOC_Os02g46320.1,2,3,-0.584962501,1.0
12661,LOC_Os10g42320.1,5,8,-0.678071905,0.783549278
12662,LOC_Os07g41694.1,8,8,0.0,0.802674019
12663,LOC_Os03g59710.1,2,2,0.0,1.0
12664,LOC_Os10g40390.1,9,10,-0.152003093,0.821724155
12665,LOC_Os03g19680.1,6,6,0.0,0.776378797
12666,LOC_Os10g43040.1,1,1,0.0,1.0
12667,LOC_Os06g02570.1,3,2,0.584962501,0.6620119179999999
12668,LOC_Os05g51390.1,3,2,0.584962501,0.6620119179999999
12669,LOC_Os01g57720.1,4,6,-0.584962501,1.0
12670,LOC_Os10g40250.1,4,2,1.0,0.417521697
12671,LOC_Os06g43570.1,4,4,0.0,1.0
12673,LOC_Os06g48520.1,1,3,-1.584962501,0.633460072
12674,LOC_Os04g54380.1,3,8,-1.415037499,0.365278676
12677,LOC_Os01g73690.1,1,3,-1.584962501,0.633460072
12678,LOC_Os10g30520.1,1,2,-1.0,1.0
12679,LOC_Os10g33970.1,1,3,-1.584962501,0.633460072
12680,LOC_Os03g50210.1,4,2,1.0,0.417521697
12681,LOC_Os11g42510.2,1,1,0.0,1.0
12682,LOC_Os02g46220.1,1,1,0.0,1.0
12683,LOC_Os08g01830.1,2,2,0.0,1.0
12686,LOC_Os11g29810.1,4,2,1.0,0.417521697
12690,LOC_Os06g49660.1,4,7,-0.807354922,0.7642244709999999
12692,LOC_Os09g23530.1,1,3,-1.584962501,0.633460072
12693,LOC_Os03g08754.1,5,6,-0.263034406,1.0
12695,LOC_Os07g38850.1,8,6,0.415037499,0.424011311
12698,LOC_Os11g09310.1,3,2,0.584962501,0.6620119179999999
12699,LOC_Os07g46760.1,1,2,-1.0,1.0
12700,LOC_Os07g44030.1,1,1,0.0,1.0
12701,LOC_Os02g04330.2,2,2,0.0,1.0
12702,LOC_Os06g08860.1,3,2,0.584962501,0.6620119179999999
12703,LOC_Os02g51590.1,4,7,-0.807354922,0.7642244709999999
12704,LOC_Os01g47680.1,1,1,0.0,1.0
12705,LOC_Os05g03780.1,2,3,-0.584962501,1.0
12706,LOC_Os04g35420.1,1,2,-1.0,1.0
12707,LOC_Os03g62110.3,4,6,-0.584962501,1.0
12708,LOC_Os05g51180.1,8,6,0.415037499,0.424011311
12709,LOC_Os01g65310.1,3,3,0.0,1.0
12710,LOC_Os09g31466.1,1,1,0.0,1.0
12713,LOC_Os03g01570.1,5,5,0.0,0.7601046779999999
12717,LOC_Os04g41830.1,6,4,0.584962501,0.357888847
12718,LOC_Os03g64200.2,4,3,0.415037499,0.70761532
12720,LOC_Os10g38970.1,4,3,0.415037499,0.70761532
12723,LOC_Os09g19940.1,3,2,0.584962501,0.6620119179999999
12726,LOC_Os12g34524.1,5,7,-0.485426827,1.0
12728,LOC_Os11g28300.1,5,10,-1.0,0.444143009
12729,LOC_Os08g44180.1,4,2,1.0,0.417521697
12730,LOC_Os09g36190.1,1,3,-1.584962501,0.633460072
12731,LOC_Os04g51940.3,1,1,0.0,1.0
12732,LOC_Os03g08800.1,3,3,0.0,1.0
12735,LOC_Os03g12160.2,5,6,-0.263034406,1.0
12736,LOC_Os07g45280.1,1,2,-1.0,1.0
12737,LOC_Os09g15790.1,2,3,-0.584962501,1.0
12738,LOC_Os05g44390.1,2,2,0.0,1.0
12740,LOC_Os05g50360.1,6,4,0.584962501,0.357888847
12742,LOC_Os01g56640.3,4,5,-0.321928095,1.0
12743,LOC_Os03g33012.1,1,4,-2.0,0.38910012
12744,LOC_Os05g11010.1,4,3,0.415037499,0.70761532
12745,LOC_Os03g15770.1,2,3,-0.584962501,1.0
12746,LOC_Os08g27050.1,2,2,0.0,1.0
12747,LOC_Os11g41990.1,3,2,0.584962501,0.6620119179999999
12748,LOC_Os07g01850.1,2,2,0.0,1.0
12749,LOC_Os10g13550.1,3,3,0.0,1.0
12751,LOC_Os03g03660.4,6,6,0.0,0.776378797
12753,LOC_Os07g36090.3,3,3,0.0,1.0
12754,LOC_Os01g40499.2,2,3,-0.584962501,1.0
12755,LOC_Os09g04210.1,1,1,0.0,1.0
12756,LOC_Os01g09800.1,7,5,0.485426827,0.392631489
12757,LOC_Os01g04870.1,5,10,-1.0,0.444143009
12759,LOC_Os01g66420.1,2,2,0.0,1.0
12760,LOC_Os08g30150.1,1,1,0.0,1.0
12764,LOC_Os01g48850.1,1,3,-1.584962501,0.633460072
12765,LOC_Os04g52690.1,3,3,0.0,1.0
12766,LOC_Os03g62660.1,1,1,0.0,1.0
12769,LOC_Os04g45610.1,1,1,0.0,1.0
12771,LOC_Os10g32348.1,4,3,0.415037499,0.70761532
12772,LOC_Os08g39310.1,3,3,0.0,1.0
12773,LOC_Os01g69980.1,7,9,-0.362570079,1.0
12776,LOC_Os01g44310.2,4,2,1.0,0.417521697
12777,LOC_Os06g10760.1,1,1,0.0,1.0
12779,LOC_Os02g39090.1,1,1,0.0,1.0
12780,LOC_Os01g14590.1,1,1,0.0,1.0
12781,LOC_Os08g44370.1,1,3,-1.584962501,0.633460072
12783,LOC_Os05g27880.1,4,4,0.0,1.0
12784,LOC_Os09g29170.3,5,5,0.0,0.7601046779999999
12785,LOC_Os03g55410.1,4,2,1.0,0.417521697
12786,LOC_Os04g56300.1,1,1,0.0,1.0
12789,LOC_Os04g57410.1,6,6,0.0,0.776378797
12790,LOC_Os06g03660.1,4,3,0.415037499,0.70761532
12791,LOC_Os12g03350.1,4,2,1.0,0.417521697
12792,LOC_Os01g13700.1,2,3,-0.584962501,1.0
12793,LOC_Os01g03510.1,2,3,-0.584962501,1.0
12795,LOC_Os04g55850.1,1,1,0.0,1.0
12797,LOC_Os08g16600.1,2,2,0.0,1.0
12798,LOC_Os01g19400.1,2,2,0.0,1.0
12800,LOC_Os12g36194.1,2,3,-0.584962501,1.0
12801,LOC_Os02g52230.1,3,4,-0.415037499,1.0
12802,LOC_Os04g47240.2,2,4,-1.0,0.6980152829999999
12803,LOC_Os05g39800.1,3,2,0.584962501,0.6620119179999999
12805,LOC_Os06g42810.1,3,2,0.584962501,0.6620119179999999
12806,LOC_Os10g26670.1,1,2,-1.0,1.0
12807,LOC_Os04g45570.2,2,4,-1.0,0.6980152829999999
12809,LOC_Os04g59140.1,1,3,-1.584962501,0.633460072
12810,LOC_Os01g26970.2,1,3,-1.584962501,0.633460072
12813,LOC_Os02g56980.1,2,3,-0.584962501,1.0
12814,LOC_Os04g49210.1,1,2,-1.0,1.0
12815,LOC_Os06g49080.1,1,1,0.0,1.0
12816,LOC_Os04g57500.1,4,4,0.0,1.0
12817,LOC_Os05g43670.1,2,2,0.0,1.0
12821,LOC_Os01g45960.2,1,3,-1.584962501,0.633460072
12822,LOC_Os04g21350.1,2,2,0.0,1.0
12824,LOC_Os11g07850.1,1,1,0.0,1.0
12825,LOC_Os12g34124.1,2,3,-0.584962501,1.0
12827,LOC_Os05g48410.1,1,1,0.0,1.0
12829,LOC_Os02g22380.1,2,3,-0.584962501,1.0
12831,LOC_Os03g59450.1,2,2,0.0,1.0
12832,LOC_Os01g29740.1,1,2,-1.0,1.0
12833,LOC_Os05g50440.1,1,1,0.0,1.0
12834,LOC_Os02g40514.2,3,2,0.584962501,0.6620119179999999
12835,LOC_Os02g11750.1,4,4,0.0,1.0
12836,LOC_Os02g51350.1,1,4,-2.0,0.38910012
12837,LOC_Os12g01760.1,1,1,0.0,1.0
12841,LOC_Os10g41770.1,5,5,0.0,0.7601046779999999
12842,LOC_Os07g20420.1,1,1,0.0,1.0
12843,LOC_Os01g01400.1,1,2,-1.0,1.0
12844,LOC_Os09g12730.2,1,2,-1.0,1.0
12847,LOC_Os02g40430.1,4,3,0.415037499,0.70761532
12851,LOC_Os06g06770.1,1,1,0.0,1.0
12852,LOC_Os03g20490.1,1,1,0.0,1.0
12855,LOC_Os11g36060.1,2,4,-1.0,0.6980152829999999
12856,LOC_Os06g12860.1,1,1,0.0,1.0
12858,LOC_Os08g36774.1,4,6,-0.584962501,1.0
12859,LOC_Os01g63210.1,1,1,0.0,1.0
12861,LOC_Os05g33710.1,1,1,0.0,1.0
12863,LOC_Os06g47900.1,2,2,0.0,1.0
12864,LOC_Os03g53790.1,3,5,-0.7369655940000001,0.73876108
12865,LOC_Os06g06490.1,1,2,-1.0,1.0
12866,LOC_Os03g15940.1,1,2,-1.0,1.0
12868,LOC_Os08g36420.2,2,2,0.0,1.0
12869,LOC_Os04g41160.1,3,3,0.0,1.0
12870,LOC_Os06g48060.1,1,1,0.0,1.0
12871,LOC_Os02g02540.1,1,3,-1.584962501,0.633460072
12872,LOC_Os06g39900.2,1,2,-1.0,1.0
12873,LOC_Os01g06020.1,1,3,-1.584962501,0.633460072
12874,LOC_Os06g49890.1,3,5,-0.7369655940000001,0.73876108
12875,LOC_Os10g17990.1,2,3,-0.584962501,1.0
12876,LOC_Os02g09410.1,1,1,0.0,1.0
12877,LOC_Os03g31730.1,3,3,0.0,1.0
12878,LOC_Os09g20250.1,1,1,0.0,1.0
12881,LOC_Os12g26420.1,1,1,0.0,1.0
12882,LOC_Os01g49410.1,1,1,0.0,1.0
12885,LOC_Os09g02910.1,1,1,0.0,1.0
12886,LOC_Os03g46410.1,7,11,-0.652076697,0.8134475990000001
12887,LOC_Os11g12740.1,1,1,0.0,1.0
12890,LOC_Os02g03530.1,4,3,0.415037499,0.70761532
12892,LOC_Os04g04254.1,4,2,1.0,0.417521697
12894,LOC_Os10g21290.1,5,7,-0.485426827,1.0
12895,LOC_Os05g06700.2,4,2,1.0,0.417521697
12896,LOC_Os03g11670.1,2,2,0.0,1.0
12897,LOC_Os01g56620.1,2,2,0.0,1.0
12898,LOC_Os04g35590.1,1,1,0.0,1.0
12899,LOC_Os01g10250.3,4,3,0.415037499,0.70761532
12900,LOC_Os02g52210.1,1,3,-1.584962501,0.633460072
12901,LOC_Os07g05050.3,1,4,-2.0,0.38910012
12904,LOC_Os03g51520.2,11,9,0.289506617,0.37614811
12905,LOC_Os04g33700.1,1,3,-1.584962501,0.633460072
12906,LOC_Os07g39820.1,3,3,0.0,1.0
12907,LOC_Os10g39710.1,1,1,0.0,1.0
12910,LOC_Os02g58570.1,7,5,0.485426827,0.392631489
12911,LOC_Os03g61110.1,4,5,-0.321928095,1.0
12912,LOC_Os09g34130.1,4,6,-0.584962501,1.0
12913,LOC_Os10g31856.1,4,4,0.0,1.0
12915,LOC_Os06g20080.1,1,1,0.0,1.0
12916,LOC_Os11g41140.1,3,3,0.0,1.0
12917,LOC_Os08g35470.1,1,2,-1.0,1.0
12918,LOC_Os02g51490.1,1,1,0.0,1.0
12919,LOC_Os08g05770.1,1,4,-2.0,0.38910012
12922,LOC_Os01g53130.1,1,1,0.0,1.0
12924,LOC_Os11g19800.1,1,2,-1.0,1.0
12925,LOC_Os05g04830.1,1,1,0.0,1.0
12926,LOC_Os03g20570.1,3,2,0.584962501,0.6620119179999999
12928,LOC_Os05g39770.1,4,2,1.0,0.417521697
12929,LOC_Os06g45410.1,1,1,0.0,1.0
12930,LOC_Os02g27790.1,3,5,-0.7369655940000001,0.73876108
12931,LOC_Os12g07970.2,1,3,-1.584962501,0.633460072
12934,LOC_Os01g08450.1,2,4,-1.0,0.6980152829999999
12935,LOC_Os08g34170.1,1,1,0.0,1.0
12938,LOC_Os02g14530.1,5,8,-0.678071905,0.783549278
12939,LOC_Os04g44620.1,2,2,0.0,1.0
12941,LOC_Os02g04500.1,2,4,-1.0,0.6980152829999999
12942,LOC_Os01g45370.1,4,6,-0.584962501,1.0
12943,LOC_Os02g06340.1,1,2,-1.0,1.0
12944,LOC_Os04g12480.1,1,1,0.0,1.0
12945,LOC_Os08g08205.1,1,1,0.0,1.0
12946,LOC_Os05g13330.1,2,3,-0.584962501,1.0
12950,LOC_Os04g43310.1,3,2,0.584962501,0.6620119179999999
12951,LOC_Os01g31580.1,3,5,-0.7369655940000001,0.73876108
12952,LOC_Os09g38630.1,1,1,0.0,1.0
12955,LOC_Os09g28480.1,1,4,-2.0,0.38910012
12956,LOC_Os10g28665.2,4,5,-0.321928095,1.0
12957,LOC_Os02g44111.1,1,2,-1.0,1.0
12958,LOC_Os01g36840.1,2,3,-0.584962501,1.0
12959,LOC_Os03g18970.1,6,4,0.584962501,0.357888847
12960,LOC_Os09g25490.1,4,4,0.0,1.0
12962,LOC_Os06g41790.1,6,4,0.584962501,0.357888847
12963,LOC_Os08g07840.1,3,3,0.0,1.0
12965,LOC_Os05g31620.1,1,1,0.0,1.0
12966,LOC_Os10g37100.1,1,1,0.0,1.0
12967,LOC_Os10g23090.1,1,2,-1.0,1.0
12968,LOC_Os02g12890.1,2,2,0.0,1.0
12970,LOC_Os09g20830.3,2,2,0.0,1.0
12971,LOC_Os03g10680.1,1,1,0.0,1.0
12972,LOC_Os04g33110.1,1,1,0.0,1.0
12973,LOC_Os12g40790.1,2,3,-0.584962501,1.0
12974,LOC_Os09g33520.1,2,4,-1.0,0.6980152829999999
12975,LOC_Os06g33210.1,4,2,1.0,0.417521697
12976,LOC_Os03g44820.1,1,2,-1.0,1.0
12978,LOC_Os05g51000.2,1,1,0.0,1.0
12979,LOC_Os10g38820.1,1,2,-1.0,1.0
12982,LOC_Os03g05800.1,3,2,0.584962501,0.6620119179999999
12983,LOC_Os05g15890.2,3,2,0.584962501,0.6620119179999999
12984,LOC_Os04g41500.2,1,4,-2.0,0.38910012
12985,LOC_Os02g10650.1,2,3,-0.584962501,1.0
12986,LOC_Os06g40510.1,5,6,-0.263034406,1.0
12987,LOC_Os05g43560.1,5,7,-0.485426827,1.0
12989,LOC_Os09g19720.1,3,2,0.584962501,0.6620119179999999
12991,LOC_Os01g53660.1,1,3,-1.584962501,0.633460072
12993,LOC_Os03g60600.1,1,1,0.0,1.0
12994,LOC_Os02g45590.1,1,1,0.0,1.0
12996,LOC_Os05g47780.1,1,3,-1.584962501,0.633460072
12997,LOC_Os07g15490.1,2,2,0.0,1.0
12998,LOC_Os03g59720.1,1,1,0.0,1.0
13000,LOC_Os07g38150.1,1,2,-1.0,1.0
13002,LOC_Os03g53770.1,4,3,0.415037499,0.70761532
13005,LOC_Os05g49900.1,1,1,0.0,1.0
13006,LOC_Os08g01410.1,5,5,0.0,0.7601046779999999
13007,LOC_Os05g20660.1,2,3,-0.584962501,1.0
13008,LOC_Os04g32580.1,4,3,0.415037499,0.70761532
13009,LOC_Os01g02080.1,2,3,-0.584962501,1.0
13010,LOC_Os10g30420.1,2,4,-1.0,0.6980152829999999
13012,LOC_Os08g08240.1,3,5,-0.7369655940000001,0.73876108
13013,LOC_Os02g52880.1,2,3,-0.584962501,1.0
13015,LOC_Os05g29030.2,3,2,0.584962501,0.6620119179999999
13016,LOC_Os09g02170.1,11,9,0.289506617,0.37614811
13018,LOC_Os05g15140.1,1,3,-1.584962501,0.633460072
13019,LOC_Os07g42380.1,6,4,0.584962501,0.357888847
13020,LOC_Os06g13060.1,1,2,-1.0,1.0
13021,LOC_Os09g17710.1,3,3,0.0,1.0
13023,LOC_Os06g06280.1,2,4,-1.0,0.6980152829999999
13024,LOC_Os01g74490.1,1,1,0.0,1.0
13025,LOC_Os09g36180.1,2,3,-0.584962501,1.0
13028,LOC_Os03g11140.2,1,1,0.0,1.0
13029,LOC_Os04g34460.1,5,7,-0.485426827,1.0
13030,LOC_Os09g29930.1,1,1,0.0,1.0
13031,LOC_Os01g64820.1,2,3,-0.584962501,1.0
13032,LOC_Os03g19010.1,1,2,-1.0,1.0
13035,LOC_Os01g38610.1,1,1,0.0,1.0
13036,LOC_Os02g45090.1,1,1,0.0,1.0
13042,LOC_Os06g39906.1,1,1,0.0,1.0
13044,LOC_Os08g02420.1,4,2,1.0,0.417521697
13045,LOC_Os02g10440.1,1,2,-1.0,1.0
