Unnamed: 0,GeneNames,value1,value2,log2FC,p-value
11838,LOC_Os03g17100.1,1,2,-1.0,1.0
11839,LOC_Os05g39520.1,3,2,0.584962501,0.6620119179999999
11840,LOC_Os01g33800.2,1,1,0.0,1.0
11841,LOC_Os10g34590.1,2,3,-0.584962501,1.0
11842,LOC_Os06g43700.1,4,3,0.415037499,0.70761532
11843,LOC_Os04g33040.1,4,5,-0.321928095,1.0
11844,LOC_Os02g35690.1,3,6,-1.0,0.7398389740000001
11845,LOC_Os06g07550.1,6,6,0.0,0.776378797
11846,LOC_Os01g08290.1,2,3,-0.584962501,1.0
11847,LOC_Os06g22650.1,16,18,-0.16992500100000002,0.863519072
11848,LOC_Os03g10100.1,2,2,0.0,1.0
11849,LOC_Os04g46350.1,1,2,-1.0,1.0
11850,LOC_Os01g42480.1,14,19,-0.440572591,0.862147325
11851,LOC_Os06g05090.1,10,11,-0.13750352400000002,0.8286424029999999
11852,LOC_Os04g33050.1,1,2,-1.0,1.0
11853,LOC_Os10g21212.1,3,5,-0.7369655940000001,0.73876108
11854,LOC_Os01g54580.1,3,2,0.584962501,0.6620119179999999
11855,LOC_Os11g14990.1,1,3,-1.584962501,0.633460072
11858,LOC_Os05g33130.1,7,9,-0.362570079,1.0
11859,LOC_Os01g39770.2,1,3,-1.584962501,0.633460072
11860,LOC_Os01g45040.1,1,1,0.0,1.0
11862,LOC_Os01g25540.1,3,2,0.584962501,0.6620119179999999
11865,LOC_Os01g48200.1,2,3,-0.584962501,1.0
11866,LOC_Os05g37460.1,2,2,0.0,1.0
11867,LOC_Os02g52560.1,1,3,-1.584962501,0.633460072
11868,LOC_Os03g47120.1,2,2,0.0,1.0
11869,LOC_Os03g53980.2,2,2,0.0,1.0
11870,LOC_Os02g35870.2,2,3,-0.584962501,1.0
11871,LOC_Os05g49130.2,4,4,0.0,1.0
11872,LOC_Os10g18890.1,1,3,-1.584962501,0.633460072
11873,LOC_Os08g35220.2,2,4,-1.0,0.6980152829999999
11874,LOC_Os07g13280.1,1,2,-1.0,1.0
11875,LOC_Os04g41970.1,6,6,0.0,0.776378797
11876,LOC_Os04g49060.1,4,3,0.415037499,0.70761532
11878,LOC_Os02g19510.2,10,15,-0.584962501,0.691703395
11879,LOC_Os02g57060.1,2,2,0.0,1.0
11880,LOC_Os12g37939.1,2,4,-1.0,0.6980152829999999
11882,LOC_Os11g04740.1,6,10,-0.7369655940000001,0.623424804
11883,LOC_Os05g33230.1,9,8,0.16992500100000002,0.627080764
11884,LOC_Os02g35530.1,4,2,1.0,0.417521697
11885,LOC_Os05g13390.1,1,3,-1.584962501,0.633460072
11886,LOC_Os01g64920.1,2,2,0.0,1.0
11887,LOC_Os02g10470.1,4,3,0.415037499,0.70761532
11888,LOC_Os12g37360.1,1,3,-1.584962501,0.633460072
11889,LOC_Os12g06510.3,1,2,-1.0,1.0
11890,LOC_Os04g38330.1,8,12,-0.584962501,0.823015872
11891,LOC_Os03g16150.2,3,5,-0.7369655940000001,0.73876108
11892,LOC_Os03g10190.1,3,4,-0.415037499,1.0
11893,LOC_Os12g42260.1,1,1,0.0,1.0
11894,LOC_Os02g10820.1,6,4,0.584962501,0.357888847
11895,LOC_Os03g49520.1,3,3,0.0,1.0
11896,LOC_Os05g37930.3,1,3,-1.584962501,0.633460072
11898,LOC_Os02g38160.2,2,2,0.0,1.0
11899,LOC_Os09g36990.1,4,6,-0.584962501,1.0
11900,LOC_Os08g23780.1,1,4,-2.0,0.38910012
11901,LOC_Os11g37700.1,4,2,1.0,0.417521697
11902,LOC_Os09g32760.3,10,13,-0.378511623,1.0
11904,LOC_Os07g15880.1,22,21,0.067114196,0.444072895
11905,LOC_Os11g37640.1,4,3,0.415037499,0.70761532
11906,LOC_Os02g38680.1,1,2,-1.0,1.0
11907,LOC_Os02g51930.1,2,2,0.0,1.0
11911,LOC_Os12g34054.1,4,6,-0.584962501,1.0
11913,LOC_Os03g63380.1,3,5,-0.7369655940000001,0.73876108
11914,LOC_Os09g04990.1,5,5,0.0,0.7601046779999999
11915,LOC_Os08g04840.1,4,2,1.0,0.417521697
11916,LOC_Os09g38570.1,1,4,-2.0,0.38910012
11917,LOC_Os01g72310.1,7,9,-0.362570079,1.0
11918,LOC_Os04g52940.1,14,16,-0.192645078,0.855840807
11919,LOC_Os06g41390.4,4,3,0.415037499,0.70761532
11920,LOC_Os03g21250.1,3,2,0.584962501,0.6620119179999999
11921,LOC_Os01g65090.1,1,4,-2.0,0.38910012
11923,LOC_Os05g00996.1,5,5,0.0,0.7601046779999999
11925,LOC_Os06g23274.1,1,2,-1.0,1.0
11926,LOC_Os03g07580.1,7,8,-0.192645078,1.0
11927,LOC_Os03g60950.1,1,2,-1.0,1.0
11928,LOC_Os12g31840.1,4,6,-0.584962501,1.0
11929,LOC_Os03g14570.2,3,2,0.584962501,0.6620119179999999
11930,LOC_Os11g35390.1,3,2,0.584962501,0.6620119179999999
11931,LOC_Os04g37540.1,1,2,-1.0,1.0
11932,LOC_Os12g40510.1,7,7,0.0,0.790430352
11933,LOC_Os09g33790.1,6,6,0.0,0.776378797
11934,LOC_Os05g34210.1,4,3,0.415037499,0.70761532
11935,LOC_Os02g10510.1,7,7,0.0,0.790430352
11936,LOC_Os04g42430.1,6,4,0.584962501,0.357888847
11937,LOC_Os10g25830.1,5,10,-1.0,0.444143009
11939,LOC_Os01g42460.1,2,3,-0.584962501,1.0
11942,LOC_Os04g08034.5,1,1,0.0,1.0
11943,LOC_Os09g13630.1,4,5,-0.321928095,1.0
11944,LOC_Os05g48980.1,5,10,-1.0,0.444143009
11945,LOC_Os06g49150.1,1,2,-1.0,1.0
11946,LOC_Os05g40020.1,3,6,-1.0,0.7398389740000001
11947,LOC_Os01g58390.1,3,3,0.0,1.0
11949,LOC_Os05g13420.2,1,1,0.0,1.0
11950,LOC_Os10g36780.2,6,12,-1.0,0.35642423700000003
11951,LOC_Os03g63020.2,6,7,-0.222392421,1.0
11952,LOC_Os01g09770.1,3,2,0.584962501,0.6620119179999999
11953,LOC_Os01g10430.1,4,7,-0.807354922,0.7642244709999999
11954,LOC_Os12g44350.1,1,1,0.0,1.0
11956,LOC_Os04g54474.1,5,8,-0.678071905,0.783549278
11957,LOC_Os05g11090.1,4,2,1.0,0.417521697
11958,LOC_Os07g36820.2,2,3,-0.584962501,1.0
11961,LOC_Os03g03710.1,3,4,-0.415037499,1.0
11962,LOC_Os08g15090.1,3,5,-0.7369655940000001,0.73876108
11963,LOC_Os02g44940.1,3,2,0.584962501,0.6620119179999999
11965,LOC_Os12g13380.1,4,3,0.415037499,0.70761532
11966,LOC_Os09g20010.1,3,4,-0.415037499,1.0
11967,LOC_Os05g49610.1,6,9,-0.584962501,0.799379528
11968,LOC_Os02g26349.2,6,7,-0.222392421,1.0
11970,LOC_Os01g52490.1,9,10,-0.152003093,0.821724155
11971,LOC_Os03g02720.1,1,2,-1.0,1.0
11973,LOC_Os04g56980.1,11,11,0.0,0.671145283
11974,LOC_Os01g47550.1,2,4,-1.0,0.6980152829999999
11975,LOC_Os06g01840.1,2,2,0.0,1.0
11976,LOC_Os12g16350.8,4,3,0.415037499,0.70761532
11977,LOC_Os07g41680.2,2,2,0.0,1.0
11979,LOC_Os06g06770.2,8,9,-0.16992500100000002,1.0
11981,LOC_Os02g31160.1,2,4,-1.0,0.6980152829999999
11982,LOC_Os02g55320.1,1,3,-1.584962501,0.633460072
11983,LOC_Os06g29430.1,2,2,0.0,1.0
11985,LOC_Os04g13220.1,4,3,0.415037499,0.70761532
11986,LOC_Os03g11130.1,1,1,0.0,1.0
11987,LOC_Os08g34280.1,13,15,-0.206450877,0.851840322
11989,LOC_Os09g30120.2,4,2,1.0,0.417521697
11990,LOC_Os11g32110.3,23,30,-0.38332864,0.890861425
11991,LOC_Os03g22870.5,1,2,-1.0,1.0
11993,LOC_Os09g32526.1,4,3,0.415037499,0.70761532
11994,LOC_Os12g07280.1,3,4,-0.415037499,1.0
11995,LOC_Os01g64280.1,13,14,-0.106915204,0.84697539
11996,LOC_Os07g36465.1,6,6,0.0,0.776378797
11997,LOC_Os01g42490.1,2,3,-0.584962501,1.0
12000,LOC_Os08g35210.1,1,4,-2.0,0.38910012
12001,LOC_Os07g37580.1,1,1,0.0,1.0
12002,LOC_Os11g36420.1,4,9,-1.169925001,0.407728513
12005,LOC_Os07g48300.1,8,8,0.0,0.802674019
12006,LOC_Os03g57460.1,3,3,0.0,1.0
12007,LOC_Os02g56250.1,5,5,0.0,0.7601046779999999
12008,LOC_Os09g29980.2,1,1,0.0,1.0
12009,LOC_Os09g36130.1,2,2,0.0,1.0
12010,LOC_Os09g24650.1,6,12,-1.0,0.35642423700000003
12011,LOC_Os08g23430.2,3,5,-0.7369655940000001,0.73876108
12012,LOC_Os04g59510.1,1,3,-1.584962501,0.633460072
12014,LOC_Os11g36070.1,7,10,-0.5145731729999999,0.8126746570000001
12015,LOC_Os04g26834.1,2,4,-1.0,0.6980152829999999
12016,LOC_Os02g21185.1,1,2,-1.0,1.0
12017,LOC_Os12g07830.1,6,7,-0.222392421,1.0
12018,LOC_Os12g07820.1,4,9,-1.169925001,0.407728513
12020,LOC_Os04g44700.1,8,10,-0.321928095,1.0
12022,LOC_Os07g37320.1,8,6,0.415037499,0.424011311
12024,LOC_Os03g52700.1,5,6,-0.263034406,1.0
12026,LOC_Os02g03040.1,10,10,0.0,0.65862756
12027,LOC_Os03g10050.1,2,3,-0.584962501,1.0
12028,LOC_Os07g05000.1,15,13,0.206450877,0.34967589
12029,LOC_Os08g39850.1,2,3,-0.584962501,1.0
12030,LOC_Os04g33200.1,1,2,-1.0,1.0
12032,LOC_Os05g24880.1,9,9,0.0,0.645422974
12033,LOC_Os12g37780.1,2,2,0.0,1.0
12034,LOC_Os01g09670.1,1,2,-1.0,1.0
12037,LOC_Os05g01050.2,1,1,0.0,1.0
12038,LOC_Os01g01010.1,3,3,0.0,1.0
12039,LOC_Os09g09980.1,2,2,0.0,1.0
12040,LOC_Os02g51830.1,11,9,0.289506617,0.37614811
12042,LOC_Os03g20190.1,2,3,-0.584962501,1.0
12043,LOC_Os03g01250.1,4,3,0.415037499,0.70761532
12044,LOC_Os04g46700.2,3,3,0.0,1.0
12045,LOC_Os12g19304.4,1,3,-1.584962501,0.633460072
12046,LOC_Os12g17900.1,12,10,0.263034406,0.395063924
12047,LOC_Os08g41900.1,3,3,0.0,1.0
12048,LOC_Os05g09020.1,3,5,-0.7369655940000001,0.73876108
12050,LOC_Os01g16290.2,7,14,-1.0,0.381619428
12051,LOC_Os11g36719.1,1,1,0.0,1.0
12052,LOC_Os01g63220.3,3,6,-1.0,0.7398389740000001
12053,LOC_Os05g02890.1,4,5,-0.321928095,1.0
12054,LOC_Os02g57540.1,14,18,-0.362570079,1.0
12055,LOC_Os12g18650.1,9,9,0.0,0.645422974
12056,LOC_Os03g20750.1,3,2,0.584962501,0.6620119179999999
12057,LOC_Os08g45140.1,7,5,0.485426827,0.392631489
12059,LOC_Os04g22390.1,2,3,-0.584962501,1.0
12060,LOC_Os07g44430.1,1,1,0.0,1.0
12061,LOC_Os08g04270.1,5,10,-1.0,0.444143009
12062,LOC_Os02g12290.1,1,4,-2.0,0.38910012
12063,LOC_Os01g11370.1,11,16,-0.540568381,0.704405044
12064,LOC_Os11g04174.1,1,1,0.0,1.0
12065,LOC_Os02g43370.2,5,8,-0.678071905,0.783549278
12066,LOC_Os11g39220.2,6,6,0.0,0.776378797
12069,LOC_Os04g34976.2,2,3,-0.584962501,1.0
12070,LOC_Os05g28010.1,1,3,-1.584962501,0.633460072
12071,LOC_Os07g39300.2,3,4,-0.415037499,1.0
12072,LOC_Os03g08070.3,8,13,-0.7004397179999999,0.6626048520000001
12073,LOC_Os07g36544.1,1,2,-1.0,1.0
12074,LOC_Os05g06360.1,2,2,0.0,1.0
12075,LOC_Os07g22650.3,1,2,-1.0,1.0
12076,LOC_Os07g48700.1,1,1,0.0,1.0
12077,LOC_Os06g29810.3,1,4,-2.0,0.38910012
12078,LOC_Os02g55200.1,10,7,0.5145731729999999,0.329559097
12079,LOC_Os01g01420.1,4,5,-0.321928095,1.0
12080,LOC_Os12g42910.1,2,4,-1.0,0.6980152829999999
12081,LOC_Os09g07360.2,6,8,-0.415037499,1.0
12082,LOC_Os01g34890.1,6,4,0.584962501,0.357888847
12083,LOC_Os09g31031.1,1,2,-1.0,1.0
12084,LOC_Os01g16330.1,3,2,0.584962501,0.6620119179999999
12086,LOC_Os11g07970.1,4,3,0.415037499,0.70761532
12087,LOC_Os01g74030.1,5,7,-0.485426827,1.0
12089,LOC_Os03g09940.1,3,5,-0.7369655940000001,0.73876108
12090,LOC_Os08g33420.1,7,11,-0.652076697,0.8134475990000001
12091,LOC_Os01g72240.1,7,7,0.0,0.790430352
12092,LOC_Os01g72250.1,2,2,0.0,1.0
12093,LOC_Os07g48310.1,2,2,0.0,1.0
12094,LOC_Os03g11980.1,4,2,1.0,0.417521697
12095,LOC_Os01g09890.1,5,5,0.0,0.7601046779999999
12097,LOC_Os03g59220.1,2,4,-1.0,0.6980152829999999
12098,LOC_Os07g35690.2,1,2,-1.0,1.0
12100,LOC_Os07g22024.1,8,9,-0.16992500100000002,1.0
12101,LOC_Os02g05660.1,10,7,0.5145731729999999,0.329559097
12102,LOC_Os05g50190.1,1,2,-1.0,1.0
12103,LOC_Os12g09570.2,3,6,-1.0,0.7398389740000001
12104,LOC_Os04g37500.1,1,2,-1.0,1.0
12105,LOC_Os08g18110.1,4,3,0.415037499,0.70761532
12106,LOC_Os02g54770.1,2,2,0.0,1.0
12107,LOC_Os07g33350.2,1,4,-2.0,0.38910012
12108,LOC_Os07g06450.1,4,9,-1.169925001,0.407728513
12109,LOC_Os08g27040.1,15,19,-0.341036918,1.0
12110,LOC_Os03g57130.1,2,4,-1.0,0.6980152829999999
12111,LOC_Os11g11050.1,3,6,-1.0,0.7398389740000001
12112,LOC_Os05g22840.1,1,2,-1.0,1.0
12113,LOC_Os01g40590.1,1,2,-1.0,1.0
12115,LOC_Os04g22360.1,6,7,-0.222392421,1.0
12116,LOC_Os08g10290.1,4,6,-0.584962501,1.0
12117,LOC_Os11g20790.1,7,8,-0.192645078,1.0
12118,LOC_Os05g43520.2,1,2,-1.0,1.0
12119,LOC_Os07g32430.1,14,12,0.222392421,0.430867776
12121,LOC_Os11g34840.1,3,3,0.0,1.0
12123,LOC_Os07g46300.1,1,1,0.0,1.0
12124,LOC_Os03g48950.1,1,2,-1.0,1.0
12125,LOC_Os10g42190.1,9,9,0.0,0.645422974
12126,LOC_Os01g62950.1,4,2,1.0,0.417521697
12128,LOC_Os03g50730.2,1,3,-1.584962501,0.633460072
12129,LOC_Os10g42820.1,1,2,-1.0,1.0
12130,LOC_Os12g06610.1,6,4,0.584962501,0.357888847
12131,LOC_Os01g73230.1,3,2,0.584962501,0.6620119179999999
12132,LOC_Os02g03410.1,4,2,1.0,0.417521697
12133,LOC_Os07g32450.1,2,3,-0.584962501,1.0
12134,LOC_Os01g08110.1,6,6,0.0,0.776378797
12135,LOC_Os05g43374.1,1,1,0.0,1.0
12137,LOC_Os11g26890.1,3,2,0.584962501,0.6620119179999999
12138,LOC_Os04g40740.1,2,4,-1.0,0.6980152829999999
12139,LOC_Os08g15308.1,1,3,-1.584962501,0.633460072
12140,LOC_Os01g56100.1,5,6,-0.263034406,1.0
12141,LOC_Os01g47540.1,1,3,-1.584962501,0.633460072
12144,LOC_Os03g38990.1,6,4,0.584962501,0.357888847
12146,LOC_Os06g30420.1,7,5,0.485426827,0.392631489
12147,LOC_Os04g38940.2,4,3,0.415037499,0.70761532
12148,LOC_Os07g32350.1,6,7,-0.222392421,1.0
12149,LOC_Os11g05130.2,11,12,-0.12553088199999998,0.835147402
12150,LOC_Os11g01420.1,3,4,-0.415037499,1.0
12151,LOC_Os03g05680.1,4,5,-0.321928095,1.0
12152,LOC_Os12g01550.1,1,1,0.0,1.0
12153,LOC_Os02g08030.1,3,3,0.0,1.0
12154,LOC_Os05g30790.1,1,2,-1.0,1.0
12155,LOC_Os01g55280.1,11,14,-0.347923303,1.0
12158,LOC_Os01g63780.2,3,4,-0.415037499,1.0
12159,LOC_Os02g38250.1,1,4,-2.0,0.38910012
12160,LOC_Os09g36520.1,1,4,-2.0,0.38910012
12161,LOC_Os06g47350.2,11,9,0.289506617,0.37614811
12162,LOC_Os04g36890.2,3,4,-0.415037499,1.0
12163,LOC_Os04g39160.1,2,2,0.0,1.0
12164,LOC_Os08g06200.1,4,4,0.0,1.0
12165,LOC_Os06g01460.1,3,3,0.0,1.0
12166,LOC_Os01g56790.1,3,2,0.584962501,0.6620119179999999
12167,LOC_Os04g10240.1,1,4,-2.0,0.38910012
12168,LOC_Os01g07310.1,8,11,-0.459431619,1.0
12169,LOC_Os05g07670.1,7,7,0.0,0.790430352
12170,LOC_Os02g10900.1,3,5,-0.7369655940000001,0.73876108
12171,LOC_Os03g06730.1,1,1,0.0,1.0
12173,LOC_Os09g14520.1,1,4,-2.0,0.38910012
12174,LOC_Os01g51710.1,8,8,0.0,0.802674019
12175,LOC_Os03g19462.1,1,1,0.0,1.0
12178,LOC_Os02g39540.2,3,3,0.0,1.0
12179,LOC_Os09g27140.2,1,2,-1.0,1.0
12180,LOC_Os02g53410.1,1,1,0.0,1.0
12181,LOC_Os06g46890.2,1,4,-2.0,0.38910012
12182,LOC_Os03g50300.1,18,19,-0.078002512,0.62476019
12183,LOC_Os05g01020.3,2,4,-1.0,0.6980152829999999
12184,LOC_Os04g42330.2,9,8,0.16992500100000002,0.627080764
12185,LOC_Os02g57500.1,2,2,0.0,1.0
12187,LOC_Os01g42830.1,4,5,-0.321928095,1.0
12189,LOC_Os01g66240.1,12,10,0.263034406,0.395063924
12190,LOC_Os10g39030.1,2,4,-1.0,0.6980152829999999
12191,LOC_Os01g16220.1,2,2,0.0,1.0
12192,LOC_Os03g60670.1,1,2,-1.0,1.0
12193,LOC_Os05g04470.1,1,2,-1.0,1.0
12195,LOC_Os03g61790.1,3,3,0.0,1.0
12196,LOC_Os03g07739.2,1,2,-1.0,1.0
12197,LOC_Os02g58080.1,4,4,0.0,1.0
12198,LOC_Os04g46460.2,3,3,0.0,1.0
12199,LOC_Os03g03200.2,3,2,0.584962501,0.6620119179999999
12200,LOC_Os12g39180.1,6,4,0.584962501,0.357888847
12203,LOC_Os06g05870.2,3,8,-1.415037499,0.365278676
12204,LOC_Os06g06730.1,2,2,0.0,1.0
12205,LOC_Os05g31780.1,4,4,0.0,1.0
12206,LOC_Os12g21798.1,2,3,-0.584962501,1.0
12208,LOC_Os03g50090.4,3,3,0.0,1.0
12209,LOC_Os03g12660.1,2,2,0.0,1.0
12210,LOC_Os12g06640.2,1,1,0.0,1.0
12211,LOC_Os02g40810.1,2,2,0.0,1.0
12212,LOC_Os12g05420.1,5,8,-0.678071905,0.783549278
12214,LOC_Os12g40279.1,5,8,-0.678071905,0.783549278
12215,LOC_Os03g51230.2,1,2,-1.0,1.0
12216,LOC_Os05g39380.1,2,4,-1.0,0.6980152829999999
12217,LOC_Os07g10850.1,1,1,0.0,1.0
12218,LOC_Os03g22790.1,1,2,-1.0,1.0
12219,LOC_Os03g18720.2,2,2,0.0,1.0
12221,LOC_Os07g14580.1,1,2,-1.0,1.0
12222,LOC_Os07g35310.2,2,3,-0.584962501,1.0
12223,LOC_Os09g12500.1,1,3,-1.584962501,0.633460072
12225,LOC_Os10g35570.1,10,12,-0.263034406,1.0
12226,LOC_Os12g13340.1,3,2,0.584962501,0.6620119179999999
12228,LOC_Os01g51770.1,1,1,0.0,1.0
12229,LOC_Os12g08280.1,2,3,-0.584962501,1.0
12230,LOC_Os06g45080.1,4,2,1.0,0.417521697
12232,LOC_Os02g30800.1,7,7,0.0,0.790430352
12234,LOC_Os02g46700.1,4,5,-0.321928095,1.0
12235,LOC_Os09g11250.1,2,2,0.0,1.0
12236,LOC_Os08g43510.1,1,4,-2.0,0.38910012
12237,LOC_Os05g05800.1,2,4,-1.0,0.6980152829999999
12238,LOC_Os03g41612.2,1,3,-1.584962501,0.633460072
12239,LOC_Os04g39210.1,1,4,-2.0,0.38910012
12240,LOC_Os01g44210.1,4,5,-0.321928095,1.0
12242,LOC_Os07g27960.1,3,4,-0.415037499,1.0
12243,LOC_Os03g11550.2,1,2,-1.0,1.0
12244,LOC_Os07g05400.1,5,7,-0.485426827,1.0
12245,LOC_Os06g21470.1,2,3,-0.584962501,1.0
12246,LOC_Os07g41260.1,4,4,0.0,1.0
12247,LOC_Os01g57450.1,6,6,0.0,0.776378797
12248,LOC_Os02g31040.1,2,4,-1.0,0.6980152829999999
12250,LOC_Os06g48330.1,1,4,-2.0,0.38910012
12251,LOC_Os02g48290.1,4,3,0.415037499,0.70761532
12252,LOC_Os11g29900.2,1,2,-1.0,1.0
12253,LOC_Os06g12610.1,1,4,-2.0,0.38910012
12255,LOC_Os08g43170.1,1,3,-1.584962501,0.633460072
12256,LOC_Os03g57120.1,4,3,0.415037499,0.70761532
12257,LOC_Os10g25400.1,1,1,0.0,1.0
12258,LOC_Os01g58750.1,4,3,0.415037499,0.70761532
12261,LOC_Os01g47900.1,1,4,-2.0,0.38910012
12262,LOC_Os02g49270.1,4,3,0.415037499,0.70761532
12263,LOC_Os02g25870.1,1,2,-1.0,1.0
12264,LOC_Os12g20310.1,1,2,-1.0,1.0
12265,LOC_Os06g49310.2,1,3,-1.584962501,0.633460072
12266,LOC_Os02g09180.1,1,1,0.0,1.0
12268,LOC_Os01g55094.2,1,3,-1.584962501,0.633460072
12269,LOC_Os12g01740.1,1,2,-1.0,1.0
12270,LOC_Os01g42970.1,2,3,-0.584962501,1.0
12271,LOC_Os12g44230.2,1,1,0.0,1.0
12272,LOC_Os07g06960.1,1,1,0.0,1.0
12275,LOC_Os05g05280.1,2,2,0.0,1.0
12276,LOC_Os02g50560.1,6,12,-1.0,0.35642423700000003
12277,LOC_Os04g49130.1,2,4,-1.0,0.6980152829999999
12279,LOC_Os02g39730.1,4,3,0.415037499,0.70761532
12280,LOC_Os07g39900.1,5,8,-0.678071905,0.783549278
12282,LOC_Os02g12740.1,7,9,-0.362570079,1.0
12283,LOC_Os01g65200.2,4,3,0.415037499,0.70761532
12284,LOC_Os01g15840.1,2,2,0.0,1.0
12285,LOC_Os04g47700.1,1,2,-1.0,1.0
12286,LOC_Os08g15840.1,1,4,-2.0,0.38910012
12287,LOC_Os03g63970.1,9,8,0.16992500100000002,0.627080764
12290,LOC_Os04g45910.1,2,3,-0.584962501,1.0
12291,LOC_Os02g03100.2,9,10,-0.152003093,0.821724155
12292,LOC_Os09g32690.2,1,2,-1.0,1.0
12293,LOC_Os02g27470.1,8,8,0.0,0.802674019
12294,LOC_Os05g30880.1,1,3,-1.584962501,0.633460072
12296,LOC_Os07g34390.1,4,4,0.0,1.0
12298,LOC_Os03g56470.1,3,6,-1.0,0.7398389740000001
12299,LOC_Os08g36590.1,1,1,0.0,1.0
12300,LOC_Os05g25450.2,1,4,-2.0,0.38910012
12302,LOC_Os07g26210.1,5,5,0.0,0.7601046779999999
12303,LOC_Os10g21346.1,2,2,0.0,1.0
12304,LOC_Os03g52670.1,3,4,-0.415037499,1.0
12306,LOC_Os06g42850.1,4,6,-0.584962501,1.0
12307,LOC_Os01g74520.1,14,15,-0.099535674,0.7125153940000001
12308,LOC_Os02g01020.1,1,2,-1.0,1.0
12310,LOC_Os01g74200.1,1,2,-1.0,1.0
12311,LOC_Os02g53210.7,2,2,0.0,1.0
12313,LOC_Os12g43520.1,3,6,-1.0,0.7398389740000001
12314,LOC_Os07g43322.1,4,4,0.0,1.0
12315,LOC_Os07g37140.1,1,1,0.0,1.0
12316,LOC_Os05g24160.1,1,1,0.0,1.0
12319,LOC_Os03g03650.1,4,7,-0.807354922,0.7642244709999999
12321,LOC_Os03g35340.1,20,24,-0.263034406,1.0
12322,LOC_Os07g10110.1,4,3,0.415037499,0.70761532
12323,LOC_Os01g71220.1,1,2,-1.0,1.0
12324,LOC_Os03g45344.1,2,4,-1.0,0.6980152829999999
12325,LOC_Os04g53170.1,2,3,-0.584962501,1.0
12326,LOC_Os06g49740.1,4,2,1.0,0.417521697
12327,LOC_Os02g42374.5,1,2,-1.0,1.0
12329,LOC_Os10g25090.1,1,3,-1.584962501,0.633460072
12330,LOC_Os04g40080.1,12,13,-0.115477217,0.8412508059999999
12331,LOC_Os10g40610.1,1,2,-1.0,1.0
12332,LOC_Os09g28690.1,2,4,-1.0,0.6980152829999999
12333,LOC_Os07g06710.1,4,4,0.0,1.0
12335,LOC_Os08g42950.1,2,2,0.0,1.0
12336,LOC_Os05g05480.2,6,13,-1.115477217,0.356532274
12337,LOC_Os02g55260.1,5,7,-0.485426827,1.0
12338,LOC_Os05g37120.1,6,6,0.0,0.776378797
12339,LOC_Os03g24040.1,6,7,-0.222392421,1.0
12340,LOC_Os04g40840.1,14,17,-0.280107919,1.0
12341,LOC_Os03g18150.1,2,2,0.0,1.0
12342,LOC_Os06g04900.1,1,3,-1.584962501,0.633460072
12344,LOC_Os06g50310.1,2,2,0.0,1.0
12345,LOC_Os04g45990.1,3,2,0.584962501,0.6620119179999999
12346,LOC_Os10g08840.1,6,6,0.0,0.776378797
12348,LOC_Os04g13350.1,8,10,-0.321928095,1.0
12349,LOC_Os01g48830.2,8,8,0.0,0.802674019
12350,LOC_Os02g53270.1,4,3,0.415037499,0.70761532
12351,LOC_Os06g48960.1,3,2,0.584962501,0.6620119179999999
12352,LOC_Os08g34970.1,11,12,-0.12553088199999998,0.835147402
12354,LOC_Os11g36050.1,1,3,-1.584962501,0.633460072
12355,LOC_Os01g61630.1,3,3,0.0,1.0
12356,LOC_Os03g53550.1,4,3,0.415037499,0.70761532
12358,LOC_Os02g26860.1,5,6,-0.263034406,1.0
12360,LOC_Os03g37470.1,8,9,-0.16992500100000002,1.0
12361,LOC_Os02g49610.1,1,1,0.0,1.0
12362,LOC_Os12g40500.3,1,1,0.0,1.0
12363,LOC_Os04g44740.1,1,2,-1.0,1.0
12366,LOC_Os09g32250.2,2,3,-0.584962501,1.0
12367,LOC_Os02g47890.1,1,1,0.0,1.0
12368,LOC_Os11g36390.1,12,12,0.0,0.6829636240000001
12369,LOC_Os02g52370.1,3,2,0.584962501,0.6620119179999999
12370,LOC_Os06g20340.1,2,4,-1.0,0.6980152829999999
12371,LOC_Os01g08400.1,6,6,0.0,0.776378797
12372,LOC_Os08g05510.1,1,2,-1.0,1.0
12374,LOC_Os08g31840.4,2,3,-0.584962501,1.0
12375,LOC_Os02g09480.1,2,4,-1.0,0.6980152829999999
12376,LOC_Os08g01390.1,7,7,0.0,0.790430352
12377,LOC_Os02g43150.2,3,5,-0.7369655940000001,0.73876108
12378,LOC_Os02g57420.1,3,4,-0.415037499,1.0
12379,LOC_Os11g34360.1,7,7,0.0,0.790430352
12381,LOC_Os04g39629.1,3,4,-0.415037499,1.0
12382,LOC_Os03g44530.1,4,4,0.0,1.0
12384,LOC_Os01g55750.1,5,5,0.0,0.7601046779999999
12386,LOC_Os06g06510.1,1,2,-1.0,1.0
12387,LOC_Os06g08530.2,20,19,0.074000581,0.424442011
12388,LOC_Os03g55310.1,1,1,0.0,1.0
12389,LOC_Os10g40880.1,1,1,0.0,1.0
12390,LOC_Os09g33950.1,10,10,0.0,0.65862756
12391,LOC_Os01g73960.1,1,1,0.0,1.0
12392,LOC_Os12g13660.1,1,1,0.0,1.0
12393,LOC_Os04g45460.1,5,6,-0.263034406,1.0
12394,LOC_Os02g39600.1,1,3,-1.584962501,0.633460072
12395,LOC_Os05g14880.1,1,3,-1.584962501,0.633460072
12396,LOC_Os08g32980.1,4,2,1.0,0.417521697
